cpf;indices
708.536.149-20;58133
708.543.196-20;79047
708.546.319-84;93767
708.546.932-38;19998
708.563.214-35;48008
708.563.249-65;22589
708.563.492-83;4571
708.569.243-00;93744
708.569.314-20;375
708.591.623-03;94814
708.592.416-02;18916
708.593.614-20;35305
708.596.123-68;52579
708.613.924-69;12531
708.619.254-67;19601
708.623.419-22;97692
708.623.491-50;99078
708.623.914-31;82181
708.629.134-03;45279
708.631.592-30;34815
708.639.152-21;24677
708.639.415-75;65622
708.641.539-10;217
708.642.319-03;49330
708.642.359-92;9046
708.645.129-02;85889
708.645.291-20;50984
708.645.319-66;23155
708.651.234-62;23518
708.659.342-74;20967
708.693.254-00;95993
708.693.512-30;14033
708.693.524-74;34332
708.695.243-56;53210
708.695.321-03;33359
708.695.413-66;41380
708.913.562-40;64175
708.914.356-20;67685
708.925.614-67;31964
708.931.465-01;10545
708.932.456-74;32322
708.935.241-23;46251
708.941.326-87;33638
708.943.126-69;67560
708.943.216-50;13218
708.946.315-00;9251
708.946.532-29;88059
708.951.426-94;23833
708.953.124-41;32465
708.953.416-20;57946
708.954.623-38;88995
708.956.234-47;53211
708.961.452-20;98849
708.962.154-58;98520
708.964.312-31;10260
709.124.538-50;3545
709.125.846-02;68156
709.126.834-22;82689
709.134.625-43;8621
709.136.285-30;20422
709.142.385-23;86932
709.142.683-50;41177
709.142.856-02;56186
709.143.852-32;30439
709.145.632-70;55752
709.146.823-69;75356
709.153.842-05;14779
709.156.483-93;89295
709.158.263-21;92134
709.162.834-96;63280
709.163.524-80;21293
709.165.432-34;67790
709.168.345-57;22548
709.184.253-79;72297
709.184.526-94;48020
709.186.452-20;77756
709.218.643-96;89908
709.236.148-69;27822
709.241.658-20;84200
709.241.856-94;45596
709.243.165-43;50435
709.245.816-11;76365
709.251.834-23;15125
709.254.683-47;26413
709.254.816-02;68843
709.258.316-03;99545
709.258.436-10;48302
709.261.534-80;60316
709.261.835-59;30661
709.268.534-65;97464
709.285.346-00;34869
709.316.825-68;83761
709.324.165-43;18220
709.324.815-23;17164
709.325.468-38;76949
709.326.158-21;18147
709.326.184-13;97823
709.326.451-43;86430
709.342.865-74;72573
709.345.162-43;12003
709.345.612-06;85534
709.346.251-07;54637
709.351.284-41;75479
709.354.126-70;17685
709.358.214-14;12346
709.364.581-00;96899
709.368.124-78;44652
709.381.254-60;9516
709.381.524-32;665
709.381.652-59;23010
709.416.238-31;18605
709.418.365-84;6606
709.423.618-22;21178
709.425.368-00;71893
709.425.816-01;45487
709.432.186-40;66547
709.438.152-23;839
709.451.236-80;63609
709.456.283-74;69555
709.461.328-87;80515
709.463.851-57;92894
709.465.213-52;67554
709.482.153-05;45353
709.485.316-57;17709
709.485.321-14;79952
709.513.684-00;98029
709.518.236-12;65210
709.523.681-02;93533
709.524.163-52;99585
709.524.361-16;36021
709.524.631-99;37849
709.524.861-30;30601
709.528.436-92;71997,76542
709.534.682-83;9182
709.534.821-97;32314
709.541.238-32;32010
709.542.631-70;64487
709.542.816-67;6288
709.542.863-83;41790
709.546.318-20;88471
709.546.832-00;22124
709.548.126-11;51600
709.548.361-20;31946
709.563.812-86;4614
709.586.231-12;17102
709.586.413-66;76403
709.615.832-40;14797
709.623.154-43;81767
709.624.183-31;41703
709.624.381-03;8598
709.628.354-47;24022
709.635.281-30;35195
709.635.481-66;6487
709.635.812-95;48661
709.638.412-03;35898
709.641.352-99;72701
709.642.138-69;71808
709.642.853-47;25580
709.643.581-66;24494
709.645.318-01;45560,67964
709.815.423-79;99558
709.821.546-58;95127
709.831.425-05;1056
709.832.165-68;45390
709.832.641-04;88200
709.841.326-78;99262
709.843.165-66;78702
709.851.324-50;5325
709.851.432-23;1782,19312
709.851.436-57;66175
709.851.463-20;91237
709.851.623-68;86982
709.853.621-03;46518
709.856.342-00;50772
709.862.154-49;82183
710.234.695-61;78216
710.235.469-06;60584
710.235.946-25;65432
710.236.589-68;97217
710.238.654-08;8837
710.246.839-31;14555
710.248.356-26;88163
710.253.486-80;48882
710.256.834-71;73004
710.264.395-07;76643
710.265.843-53;21350
710.269.534-99;73351
710.269.584-58;6592
710.286.453-17;73019
710.294.638-40;87547
710.294.658-94;97167
710.295.863-30;97355
710.296.534-61;40030
710.296.853-12;92060
710.298.435-97;89897
710.324.958-04;35508
710.325.489-32;58663
710.326.958-03;75991
710.342.568-07;3156
710.342.968-50;43016
710.345.896-01;17661
710.345.926-61;45627
710.348.625-53;89338
710.359.468-66;32428
710.362.945-52;48322
710.364.952-99;17729
710.368.452-90;66253
710.385.962-03;18066
710.389.425-60;33708
710.392.485-60;99751
710.392.648-40;79913
710.395.684-75;78133
710.428.653-53;57481,72459
710.429.358-23;41107
710.429.638-78;37608
710.432.659-61;13272
710.432.986-22;94497
710.435.296-16;41112
710.435.298-88;27504
710.435.829-32;23424
710.435.896-00;36352
710.436.895-75;564
710.438.256-90;65422
710.456.893-00;55223
710.468.293-78;35945
710.469.823-03;30854
710.483.625-07;82340
710.483.925-97;85456
710.486.352-44;15126
710.489.263-03;55883
710.492.583-04;39536
710.524.368-62;54475
710.526.498-58;47714
710.534.829-14;20571
710.534.926-34;67912
710.538.269-40;73886
710.543.296-99;66525
710.543.628-07;63455
710.546.283-35;49656
710.548.639-20;8660
710.562.493-07;1900
710.563.892-30;8756
710.568.243-44;70218
710.569.238-30;45943
710.569.283-95;66357
710.582.493-04;46038
710.586.429-01;83688
710.592.684-85;94311
710.592.864-67;5881,7753
710.596.842-76;50773
710.623.984-40;27681
710.625.483-53;82603
710.625.498-30;38368
710.628.953-12;43826
710.634.289-04;47986
710.638.592-12;43714
710.642.389-04;95640
710.642.985-67;51742
710.643.892-87;15701
710.653.948-10;27517
710.654.398-57;13397
710.658.932-21;58010
710.683.954-00;91815
710.684.593-01;96723
710.684.925-11;39418
710.689.423-04;3912
710.689.425-76;7740
710.689.432-03;49365
710.689.542-30;85018
710.698.425-67;49214
710.825.396-86;89430
710.825.469-76;57425
710.826.943-04;87167
710.839.542-88;58236
710.849.652-67;74791
710.852.349-32;95414
710.853.649-84;1792
710.859.324-60;68512
710.862.493-13;41679
710.869.452-20;49442
710.924.368-04;24744
710.924.538-14;26309
710.926.853-59;80128
710.934.628-50;41043
710.934.825-32;36590
710.936.528-02;99388
710.938.564-75;47017
710.942.856-76;16852
710.946.823-22;51025
710.948.623-04;48160
710.952.648-85;75174
710.953.482-05;28438
710.953.628-95;34533
710.954.238-60;97028
710.954.283-14;15615
710.956.382-03;97290
710.962.358-03;38008
710.963.485-00;97220
710.964.325-52;46829
710.982.356-30;52353
710.983.624-03;19265
710.984.532-04;20113
710.985.236-95;72486
712.034.965-16;88844
712.035.864-26;67351
712.038.569-03;22111
712.039.685-40;41478
712.046.593-70;41402
712.046.835-90;47431
712.046.985-11;36661
712.048.935-60;86807
712.048.953-41;20746
712.049.685-94;76897
712.049.856-85;12826
712.053.496-34;85594
712.053.984-14;68387
712.058.346-80;33831
712.058.349-23;77216
712.058.946-67;88428
712.059.643-80;39786
712.059.863-59;78400
712.063.894-78;50428
712.064.395-99;73923
712.084.953-05;87385
712.085.493-32;39497
712.086.359-21;23473
712.089.356-40;74700
712.093.456-25;38929,41838
712.093.645-06;16807
712.094.385-50;26814
712.095.864-01;1339
712.096.548-49;93901
712.098.645-76;40663
712.304.685-44;3869
712.305.649-34;67348
712.305.894-14;76009
712.346.098-78;33846
712.346.508-35;47495
712.348.596-37;45902
712.349.058-41;65677
712.349.608-69;41450
712.350.689-86;61130
712.358.604-26;38336
712.359.840-79;74089
712.360.495-43;78530
712.365.894-91;21275
712.369.054-07;95963
712.369.058-30;63654
712.369.084-22;11968
712.369.584-46;75084
712.380.465-17;66576
712.380.469-40;96113
712.384.650-80;18524
712.389.056-68;83297
712.389.560-68;49974
712.390.684-50;44664
712.394.065-25;96759
712.394.568-91;69933
712.394.685-55;83907
712.394.865-37;81387
712.398.054-97;77049
712.398.064-69;46531
712.398.504-41;79037
712.403.598-88;45242
712.406.598-49;34658
712.408.365-62;54187
712.408.963-87;5102
712.409.658-85;52429
712.435.096-43;77621
712.438.609-87;92030
712.438.695-00;10996
712.453.608-17;47312
712.453.806-80;67267
712.453.908-05;46029
712.458.906-11;25278
712.463.950-61;92775
712.468.053-08;43085,86626
712.468.935-09;84712
712.485.609-49;38740
712.486.503-44;36247
712.493.605-52;62952
712.495.036-80;48458
712.498.063-13;68742
712.503.486-17;483
712.506.348-90;73410
712.509.384-14;39564
712.530.964-06;64937
712.534.068-71;13359
712.536.904-99;37874
712.536.948-00;90459
712.538.960-03;85069
712.539.048-04;84294
712.540.689-02;33843
712.546.039-99;38840
712.548.390-97;60791
712.563.804-07;56673
712.589.603-03;72322
712.593.406-43;63345
712.593.680-68;6457
712.603.549-70;66646
712.608.954-67;90798
712.635.409-61;2604
712.638.459-91;1424
712.649.058-58;30475
712.650.438-17;50427
712.654.038-80;50610
712.683.405-53;58697
712.684.053-53;79999
712.689.530-59;2842,43399
712.693.504-80;79463
712.695.083-77;37056
712.804.693-31;42319
712.805.649-11;95954
712.809.346-03;1975
712.830.495-97;901
712.834.605-80;3566
712.835.496-46;927
712.836.049-22;61142
712.836.504-44;69632
712.839.456-73;87623
712.840.563-17;30012
712.845.360-17;19746
712.846.593-64;78051
712.849.350-60;46595,69763
712.850.469-94;85514
712.856.403-90;85820
712.856.934-00;18535
712.859.043-97;41926
712.860.495-20;1076
712.860.549-58;68302
712.869.430-78;8494
712.890.543-04;93443
712.894.053-79;66847
712.894.365-09;24626
712.896.053-86;70438
712.906.345-99;22537
712.930.546-07;40960
712.930.654-80;58631
712.936.805-59;98553
712.946.083-04;57916
712.946.583-28;91073
712.948.536-19;94150
712.948.560-49;43705
712.948.650-30;58750
712.950.634-25;40342
712.958.403-32;1819
712.958.460-20;27104
712.960.458-11;97973
712.963.580-03;70954
712.963.805-21;44496
712.983.405-60;53439
712.985.304-23;14356
713.028.469-22;72285
713.042.586-53;60802
713.048.926-03;25233
713.049.258-97;87996
713.054.962-99;2205
713.056.829-12;86367
713.062.598-86;51554
713.065.294-25;10318
713.065.492-99;81784
713.068.954-48;35576
713.082.495-60;48895
713.094.256-80;4926
713.094.652-07;83549
713.095.642-99;35975
713.205.648-44;84239
713.208.594-88;96569
713.240.698-13;18909,48589
713.248.509-14;57326
713.248.960-78;34801
713.254.809-32;38585
713.254.890-50;83539
713.264.095-06;99166
713.264.580-35;79979
713.265.980-40;65024
713.268.540-62;92541
713.268.904-50;85533
713.269.405-70;69287
713.280.465-08;11971
713.284.560-80;32736
713.285.406-26;80645
713.286.549-82;7653
713.290.564-34;29549
713.295.048-79;39351
713.402.596-99;53054
713.405.926-06;92057
713.406.592-80;12951
713.408.256-35;70123
713.425.086-53;42804
713.426.859-46;23984
713.450.698-39;37797
713.452.086-26;65764
713.456.820-26;78468
713.458.926-91;4276
713.459.860-84;78248
713.460.258-35;10891
713.465.290-43;72319
713.469.082-22;48758
713.482.059-97;64530
713.495.280-05;24144
713.498.250-50;15504
713.502.849-04;59692
713.502.948-88;29216
713.504.296-43;7223
713.504.682-07;86333
713.506.428-35;16130
713.506.829-77;40884
713.508.649-00;52690
713.520.649-52;37484
713.546.098-75;58803
713.549.026-61;14966
713.549.028-23;1047
713.549.260-99;61114
713.560.294-34;28761
713.560.948-48;37511
713.562.409-25;58159
713.562.849-73;4983
713.564.809-93;28193
713.569.082-68;93458
713.586.204-07;24769
713.586.492-19;6748
713.589.042-60;18663
713.594.826-28;68182
713.596.248-64;72817
713.596.420-99;37130
713.596.428-46;1457
713.598.206-12;68045
713.605.289-03;86890
713.605.498-20;81713
713.620.459-34;74850
713.624.089-13;7515
713.624.509-52;17787
713.625.840-53;27430
713.629.580-77;908
713.640.258-17;17217
713.645.892-73;24675
713.648.209-78;48656
713.648.950-48;20598
713.650.842-80;10160
713.650.894-01;83859
713.650.942-43;49096
713.658.402-71;12102
713.659.482-00;29560
713.659.824-91;44389
713.680.425-62;17093
713.680.495-75;81833
713.682.409-50;72958
713.689.204-03;5388
713.689.254-64;86420
713.802.496-78;71398
713.804.952-88;2917
713.806.295-86;84448
713.809.245-88;86862
713.820.546-53;9250
713.820.594-50;71406
713.829.560-02;26963
713.829.564-28;93849
713.840.269-40;60361
713.840.296-13;80556
713.840.562-62;68388
713.845.029-04;42026
713.845.260-80;81364
713.846.059-75;95001
713.850.462-44;15274
713.860.529-30;32449
713.862.059-40;77404
713.864.025-08;20000
713.865.240-26;67190
713.894.052-14;22414
713.894.506-00;51641
713.895.046-20;42822
713.902.648-31;1480
713.904.258-60;27184
713.924.805-23;38655
713.926.548-82;54204
713.928.064-96;26372
713.940.256-61;8469
713.942.580-97;45149
713.948.506-20;57903
713.952.486-64;23297
713.954.680-01;92070
713.960.825-30;12771
713.962.804-13;59311
713.964.082-31;89979
713.968.425-19;83448
713.968.540-10;36915
713.980.245-97;12606
713.984.026-13;15121
713.984.056-39;69274
713.986.402-04;63050
714.025.968-20;32715
714.026.593-34;31421
714.035.926-16;78535
714.036.895-39;74489
714.038.952-79;11805
714.039.582-97;86515
714.052.693-16;97049
714.052.968-01;17786
714.053.986-39;68424
714.063.285-53;90148
714.065.298-85;27716
714.068.925-30;13022
714.083.562-44;20267
714.085.239-14;26682
714.085.692-30;60382
714.089.562-76;89779
714.092.683-22;96101
714.093.528-97;23826
714.095.286-85;42324
714.206.835-35;76366
714.206.953-80;58182
714.209.356-07;73014
714.209.638-13;71151
714.209.653-52;83945
714.239.068-96;2091
714.250.839-60;29672
714.253.869-46;48736
714.253.960-70;1811
714.258.306-17;76566
714.259.386-55;22158
714.263.059-07;82706
714.268.509-30;3696
714.268.950-11;54111
714.269.853-55;40887
714.280.965-58;47623
714.286.903-87;4509
714.289.056-85;39792
714.290.836-03;52897
714.293.085-32;59221
714.305.298-14;26493
714.305.982-04;58219
714.306.598-66;88033
714.325.980-23;96828
714.326.098-31;14988
714.329.850-60;42116
714.352.069-16;65347
714.352.960-52;31339
714.352.986-91;61716
714.356.082-08;22087
714.360.582-44;6665
714.380.295-60;86422
714.380.692-78;57633
714.386.029-87;54889
714.386.502-80;13416
714.392.560-80;92604
714.392.865-82;87073
714.395.862-09;27962
714.396.825-00;5749
714.503.982-60;25008
714.509.236-07;81823
714.520.938-14;8435
714.523.069-07;82003
714.526.308-44;27730
714.528.906-76;15875
714.530.826-62;46962
714.532.986-73;6236
714.538.092-79;55788
714.562.893-73;55993
714.568.023-80;63066
714.582.360-80;18193
714.589.203-05;35862
714.589.603-66;97055
714.592.038-79;2619
714.593.268-73;58994
714.608.253-90;89808
714.625.093-80;65108
714.625.830-08;89191
714.629.053-07;34865
714.630.859-66;56882
714.632.059-61;21950
714.635.028-26;10109
714.638.095-57;30817
714.652.039-07;62334
714.653.902-43;65089
714.658.203-53;38181
714.680.235-35;667
714.682.905-76;43674
714.685.023-44;64680
714.685.302-08;69561
714.689.052-01;86548
714.692.538-28;2940
714.693.085-84;3339
714.693.582-55;20986
714.695.302-52;92584
714.698.025-11;48859
714.803.596-10;63905
714.805.236-07;36131
714.806.395-75;70924
714.806.953-00;42581
714.823.096-96;57272
714.823.569-37;58085
714.826.309-31;92994
714.830.295-14;32755
714.830.596-93;74780
714.835.620-26;34429
714.835.692-09;58912,64666
714.856.023-35;44799
714.892.630-04;19642
714.893.602-04;45510
714.895.230-14;17453
714.895.306-57;84366
714.895.326-09;24342
714.903.825-50;11332
714.905.682-20;80150
714.908.263-78;43847
714.923.058-04;88613
714.930.825-23;66380
714.932.650-16;40711
714.932.805-97;27388
714.950.283-05;60807
714.950.362-43;39625
714.953.206-34;73024
714.958.302-41;70996
714.960.283-50;44039
714.963.850-39;63663
714.965.028-76;34973
714.980.362-87;45090
714.980.365-20;96953
714.985.320-04;30554
714.986.052-49;26563
714.986.230-69;3180
715.023.986-21;35773
715.026.483-26;87596
715.032.486-07;57430
715.032.864-44;18896
715.036.498-57;64127
715.038.694-66;20176
715.043.986-10;52841
715.048.963-00;91014
715.049.286-01;25604
715.063.298-02;47103
715.064.982-30;62466
715.068.342-80;2102
715.068.492-02;95332
715.083.942-88;35622
715.084.693-93;5778
715.089.362-77;99239
715.092.643-61;40128
715.093.482-04;3946
715.094.382-97;92816
715.098.624-20;29302
715.098.642-02;72709
715.204.389-23;73678
715.206.984-02;39377
715.238.609-95;73556
715.238.694-37;51772
715.238.960-86;78850
715.243.896-09;86777
715.246.903-25;13074
715.248.903-32;55841
715.249.683-82;40956
715.260.498-30;47532
715.260.948-94;39909
715.268.394-82;50331
715.269.830-95;1206
715.283.960-30;1652
715.284.390-23;97606
715.286.943-09;43657
715.294.386-91;34974
715.294.806-20;58506
715.296.480-76;10600
715.298.046-20;83243
715.302.468-90;86640
715.306.948-84;7325,52669
715.324.968-00;66577
715.328.906-21;94554
715.329.684-00;1232
715.348.092-79;10339
715.349.260-70;31366
715.349.826-55;72442
715.360.248-80;43883
715.368.029-21;72378
715.368.092-68;94362
715.368.920-68;64672
715.369.024-70;97476
715.369.482-09;91575
715.369.842-64;28252
715.380.942-23;75262
715.384.092-32;58163
715.384.290-04;15561
715.386.294-37;9043
715.386.924-73;11590
715.402.638-35;96272
715.403.962-07;64143
715.423.908-50;84395
715.428.369-64;71956
715.428.963-55;5348
715.430.829-04;17798
715.432.609-34;1500
715.432.690-52;70002
715.436.920-52;5707
715.460.982-67;57479
715.462.983-55;72015
715.463.029-99;45147
715.482.096-94;13032
715.482.306-26;36226
715.493.802-14;65965
715.498.036-20;39685
715.498.263-28;7321
715.604.283-17;65624
715.608.324-44;16369
715.608.493-39;8320
715.620.398-30;40191
715.624.908-85;27597
715.630.942-07;68427
715.632.098-02;89307
715.643.280-07;99485
715.643.892-19;1714
715.682.490-20;90171
715.683.094-57;63097
715.692.043-06;27196
715.692.403-61;77771
715.694.023-61;53587
715.694.028-76;91925
715.694.230-16;59339
715.802.936-03;87713
715.802.943-32;96214
715.806.394-10;68922
715.806.923-03;49494
715.823.046-53;72031
715.823.409-60;69196
715.832.946-19;86201
715.836.029-68;71889
715.836.290-68;65887
715.836.902-12;75661
715.839.024-14;22991
715.839.204-04;24812
715.839.624-09;14326
715.840.926-02;28978
715.842.093-05;76565
715.842.396-46;72017
715.862.043-35;97407
715.864.920-20;24137
715.869.423-28;27321
715.894.203-14;17893
715.894.263-55;95540
715.896.024-20;4775
715.903.286-12;28854
715.906.482-85;31428
715.920.368-21;70745
715.920.684-30;53094
715.923.460-06;10135
715.924.086-30;64063
715.924.803-14;64310
715.930.286-95;76497
715.934.086-84;89995
715.934.628-91;26982
715.934.802-88;82209
715.936.024-99;64908
715.940.238-32;86332
715.940.862-49;65292
715.948.032-50;53242,75904
715.960.234-06;53266
715.963.082-30;5709
715.982.346-09;39352
715.982.604-30;53391
715.983.204-32;31308
715.983.260-40;62968
715.983.264-73;37034,70175
715.984.236-73;7268
715.986.024-11;31460
715.986.240-67;8110
716.023.459-61;52560
716.023.948-22;97532
716.032.548-62;13863
716.032.549-43;51054
716.032.894-96;86049
716.034.528-26;57538
716.038.295-12;82539
716.039.245-07;33409
716.043.859-01;44006
716.045.238-08;38421
716.045.298-49;8995
716.052.384-90;83540
716.052.943-06;72936
716.083.495-00;72055
716.089.254-20;99375
716.098.235-59;37046
716.098.532-02;90397
716.205.348-35;98364
716.208.495-85;70223
716.209.458-94;2351
716.209.543-70;4158
716.230.845-71;27271
716.234.089-03;14249
716.238.594-09;55886
716.243.089-96;26794
716.245.983-82;44373
716.249.038-78;54304
716.250.893-68;25666
716.250.983-59;77101
716.253.409-07;37551
716.259.348-82;54749
716.285.309-95;32968
716.290.485-85;86651
716.293.045-06;1463
716.304.582-44;59495
716.308.425-08;33064
716.309.824-31;1380
716.324.908-03;15400
716.350.284-26;24004
716.350.948-01;31622
716.380.429-69;41440
716.382.049-69;97678
716.382.405-07;2237
716.382.540-44;12118
716.384.059-48;30000
716.385.094-84;18560
716.390.524-61;77703
716.395.204-06;4998,39457
716.395.420-43;39389
716.403.859-75;16179
716.432.059-43;95769
716.435.029-99;25196
716.450.382-62;17861
716.453.028-90;67838
716.453.209-52;8129
716.459.820-76;15258
716.459.823-19;75866
716.482.035-07;81413
716.482.593-91;55341
716.483.902-69;4178
716.485.320-71;84133
716.498.302-03;22434
716.502.834-07;30909
716.504.923-16;25394
716.508.943-84;93719
716.509.243-99;12886
716.509.834-84;9888
716.523.084-07;9582
716.524.398-46;98523
716.528.349-82;58732
716.532.049-07;92656
716.534.298-28;35489
716.534.829-82;12581
716.540.289-67;34504
716.540.382-53;5201
716.540.982-30;3922
716.549.023-06;34576
716.549.028-02;3682
716.549.823-00;68837
716.584.309-48;91539
716.593.024-80;72560
716.593.408-10;58977
716.594.280-76;9762
716.802.359-40;67492
716.803.495-20;77074
716.824.903-78;99160
716.825.390-59;11981
716.825.430-80;58942
716.830.452-62;75059
716.834.925-28;2853
716.835.409-48;58067
716.839.054-66;82848
716.839.540-84;69775
716.840.395-84;52891
716.842.350-90;39751
716.843.590-66;24813
716.849.052-49;47277
716.849.305-10;4302
716.850.394-48;80353
716.852.034-26;930
716.852.493-37;63923
716.853.490-48;5465
716.854.309-10;92401
716.902.483-78;84380
716.924.053-06;71127
716.925.038-12;35703
716.925.084-58;92557
716.928.403-04;48130
716.930.285-30;63712
716.930.482-13;47512
716.942.385-55;15271
716.942.853-91;35544
716.943.528-46;61113
716.943.582-91;39052
716.948.320-31;54663
716.950.328-02;51002
716.950.824-94;24394
716.954.280-30;79278
716.958.342-91;65613
716.958.432-82;20020
718.024.369-87;54848
718.024.569-02;65628
718.026.935-21;50497
718.042.695-49;38416
718.043.259-88;32549
718.046.395-75;34213
718.049.265-58;58517
718.049.356-20;11018
718.059.634-57;85737
718.062.593-03;38704
718.063.924-96;77039
718.069.253-03;62124
718.069.542-49;96633
718.095.346-66;9304
718.205.493-05;25599
718.205.934-79;98547
718.206.439-13;87888
718.206.539-86;66116
718.230.496-13;92032
718.234.596-09;77345
718.235.906-59;16119
718.235.960-02;84745
718.239.056-68;89780
718.246.905-76;7502
718.254.930-14;95779
718.260.549-01;2731
718.264.903-96;46477
718.265.049-58;87852
718.295.463-09;8708
718.296.034-69;20568
718.296.054-02;454
718.302.596-95;65938
718.305.962-68;86638
718.324.965-46;63383
718.325.406-26;71781
718.326.405-07;66559
718.342.509-60;20981
718.349.256-73;77111
718.349.520-50;44206
718.354.620-90;34033
718.359.026-77;98688
718.362.940-69;62300
718.364.290-96;37857
718.392.405-04;37399
718.402.936-40;66443
718.402.956-94;20256
718.406.923-40;97891
718.426.309-03;30155
718.426.905-58;29244
718.430.296-69;8373
718.435.069-39;20732
718.435.296-37;99270
718.435.602-08;65272
718.439.256-64;36087
718.450.269-85;31774
718.452.903-05;20890
718.453.609-66;81620
718.462.350-90;92201
718.463.209-50;57096
718.463.905-75;3788
718.465.029-85;39002
718.465.390-48;65061
718.465.930-93;76828
718.490.356-01;14925
718.493.052-50;78182
718.493.062-22;19852
718.493.256-00;42688
718.493.502-05;72120
718.502.943-05;72028
718.523.460-35;46977
718.524.960-02;15706
718.526.094-94;26769
718.526.349-28;64957
718.539.204-79;3481
718.542.609-01;3784
718.543.069-01;66876
718.549.603-93;72132
718.549.630-66;23881
718.560.493-10;85129
718.564.093-84;68956
718.569.432-91;83518
718.596.432-64;33564
718.604.239-22;45978
718.604.523-53;25854
718.629.450-20;30271
718.630.524-53;93991
718.632.495-91;13059
718.642.053-26;35789
718.642.350-71;25036
718.643.092-96;664
718.650.394-20;87715
718.653.940-84;52299
718.903.452-88;21303
718.904.362-40;53609
718.905.423-50;48397
718.905.623-86;79072
718.906.532-68;56685
718.906.542-30;62134
718.920.534-97;75272
718.923.045-97;78043
718.923.540-04;5908
718.935.026-86;28384
718.936.045-00;42416
718.940.362-04;14339
718.942.360-50;98378
718.942.605-11;42088
718.946.035-75;45282
718.946.053-57;37652
718.953.460-10;78672
718.956.204-49;82531
718.960.523-12;17542
718.963.520-30;4937
718.965.203-59;74138
718.965.304-00;41808
718.965.340-66;78749
719.026.835-95;47663
719.032.564-61;53444,62326
719.034.658-93;10807
719.036.524-99;29558
719.036.825-68;70450
719.038.564-93;1646
719.043.286-87;820
719.045.368-75;38958
719.053.486-57;52685
719.053.864-00;30480
719.056.483-75;80507
719.062.485-67;52407
719.064.358-39;14499
719.084.265-94;93218
719.085.246-85;21252
719.085.634-00;87642
719.203.465-70;71184
719.203.486-03;43186
719.203.546-70;61868
719.204.635-34;29242
719.205.368-68;79176
719.206.354-16;59338
719.230.685-12;73393
719.234.860-04;71113
719.235.068-03;5567
719.236.084-87;98996
719.238.560-30;83959
719.245.608-01;6989
719.248.635-37;15223
719.256.043-06;50690
719.264.053-07;88573
719.264.803-50;86571
719.268.403-13;96453
719.268.430-96;5347
719.280.345-60;26140
719.280.356-12;26867
719.283.056-95;83086
719.285.406-94;39205
719.286.045-01;88116
719.302.645-34;31929
719.302.658-59;33523
719.306.284-04;43381
719.308.265-59;74661
719.308.546-84;18933
719.325.486-37;32916
719.325.840-05;10636
719.340.826-78;85141
719.345.820-50;44632
719.346.025-07;33751
719.346.208-31;4598
719.346.258-09;53678
719.346.825-19;3183
719.348.205-04;88245
719.352.064-43;20210
719.356.820-59;54500
719.358.462-64;96733
719.362.054-16;12917
719.362.548-91;18195
719.364.582-09;65338
719.380.465-01;9466
719.382.065-68;82414
719.385.046-66;28040
719.386.250-21;41828
719.402.658-94;77529
719.420.386-31;50486
719.420.583-14;12839
719.423.586-28;58326
719.430.562-34;5715
719.430.856-84;72337
719.430.862-22;65687
719.432.856-91;93977
719.450.238-05;60009
719.452.603-43;40477
719.452.803-79;32004
719.456.203-07;13634
719.456.382-73;15055
719.460.385-39;90664
719.460.532-52;22550
719.463.502-06;29224
719.465.380-00;48175
719.480.265-11;84364
719.482.350-05;79789
719.482.356-09;10214
719.485.602-67;80809
719.486.035-00;85872
719.503.246-99;1825,31863,53261
719.523.048-14;63458
719.528.340-23;29563
719.528.436-00;34234
719.532.048-05;61139
719.542.036-16;75513
719.560.238-95;20347
719.568.320-68;78023
719.580.243-41;58033
719.586.024-85;71369
719.586.034-57;24088
719.605.243-99;19424
719.605.432-61;66999
719.608.254-02;39436
719.608.354-75;76146
719.623.458-82;66093
719.628.350-30;34987
719.634.502-99;17983
719.635.402-80;63852
719.638.254-46;90209
719.640.235-99;54374,55800
719.642.350-06;59599
719.642.803-03;28331
719.645.280-11;27363
719.648.305-75;42325
719.650.243-43;6707
719.653.048-93;87509
719.653.284-82;32263
719.654.032-80;23561
719.680.324-87;74691
719.680.423-69;93835
719.683.520-40;90011
719.684.035-66;97590
719.802.534-04;56211
719.803.264-87;74981
719.803.425-04;86076
719.804.356-93;10063
719.820.643-31;58037
719.823.604-96;30916
719.826.035-77;72625
719.834.526-37;78510
719.836.045-93;95283
719.836.520-59;28675
719.840.362-03;63467
719.843.560-20;49952
719.845.302-32;31186
719.846.520-01;60385
719.850.243-14;33257
719.852.346-37;21512
719.852.436-28;28557
719.853.420-14;14619
719.856.420-85;68329
719.862.403-04;69784
720.134.985-60;20971
720.139.486-03;54608
720.146.589-94;21791
720.146.983-50;72596
720.148.563-62;19412
720.148.593-88;64369
720.149.586-02;6801
720.156.843-44;50192
720.156.934-16;51535
720.156.943-07;24930
720.163.895-59;4241
720.163.984-69;34881
720.165.349-07;95568
720.169.438-31;45416
720.169.543-61;60061
720.186.359-21;65048
720.186.493-96;65972
720.186.534-07;97728
720.193.458-97;88319
720.195.683-30;37445
720.196.458-58;55441
720.314.586-71;5237
720.314.698-78;60944
720.318.654-71;24740
720.319.546-52;71600
720.341.658-53;28515
720.341.956-80;58613
720.345.869-56;47747
720.346.519-52;51695
720.349.681-31;3599
720.354.196-70;3659
720.356.194-16;82520
